route_id,source_city_id,destination_city_id,mode,submode,distance_km,duration_minutes,availability_status,cost_general,cost_sleeper,cost_ac3,cost_ac2,cost_ac1,cost_is_estimated,source_dataset,source_quality,raw_route_key
road:hyderabad:nagpur,city-hyderabad,city-nagpur,road,road_intercity,503.69,394,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Nagpur
road:hyderabad:nashik,city-hyderabad,city-nashik,road,road_intercity,720.77,496,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Nashik
road:hyderabad:navi-mumbai,city-hyderabad,city-navi-mumbai,road,road_intercity,684.12,505,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Navi Mumbai
road:hyderabad:patna,city-hyderabad,city-patna,road,road_intercity,1467.43,1073,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Patna
road:hyderabad:pune,city-hyderabad,city-pune,road,road_intercity,560.21,404,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Pune
road:hyderabad:raipur,city-hyderabad,city-raipur,road,road_intercity,737.07,552,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Raipur
road:hyderabad:rajkot,city-hyderabad,city-rajkot,road,road_intercity,1331.58,971,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Rajkot
road:hyderabad:ranchi,city-hyderabad,city-ranchi,road,road_intercity,1279.79,948,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Ranchi
road:hyderabad:solapur,city-hyderabad,city-solapur,road,road_intercity,309.08,228,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Solapur
road:hyderabad:srinagar,city-hyderabad,city-srinagar,road,road_intercity,2368.96,1788,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Srinagar
road:hyderabad:tiruchirappalli,city-hyderabad,city-tiruchirappalli,road,road_intercity,880.84,671,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Tiruchirappalli
road:hyderabad:vadodara,city-hyderabad,city-vadodara,road,road_intercity,1048.62,743,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Vadodara
road:hyderabad:varanasi,city-hyderabad,city-varanasi,road,road_intercity,1237.69,920,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Varanasi
road:hyderabad:vasai,city-hyderabad,city-vasai,road,road_intercity,742.38,553,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Vasai
road:hyderabad:vijayawada,city-hyderabad,city-vijayawada,road,road_intercity,273.67,210,unknown,,,,,,False,roadways_xlsx,medium,Hyderabad::Vijayawada
road:indore:agra,city-indore,city-agra,road,road_intercity,700.3,526,unknown,,,,,,False,roadways_xlsx,medium,Indore::Agra
road:indore:ahmedabad,city-indore,city-ahmedabad,road,road_intercity,390.45,287,unknown,,,,,,False,roadways_xlsx,medium,Indore::Ahmedabad
road:indore:aligarh,city-indore,city-aligarh,road,road_intercity,762.43,580,unknown,,,,,,False,roadways_xlsx,medium,Indore::Aligarh
road:indore:allahabad,city-indore,city-allahabad,road,road_intercity,817.77,586,unknown,,,,,,False,roadways_xlsx,medium,Indore::Allahabad
road:indore:amritsar,city-indore,city-amritsar,road,road_intercity,1200.41,844,unknown,,,,,,False,roadways_xlsx,medium,Indore::Amritsar
road:indore:aurangabad,city-indore,city-aurangabad,road,road_intercity,412.25,298,unknown,,,,,,False,roadways_xlsx,medium,Indore::Aurangabad
road:indore:bareilly,city-indore,city-bareilly,road,road_intercity,902.03,677,unknown,,,,,,False,roadways_xlsx,medium,Indore::Bareilly
road:indore:bengaluru,city-indore,city-bengaluru,road,road_intercity,1312.45,952,unknown,,,,,,False,roadways_xlsx,medium,Indore::Bangalore
road:indore:bhopal,city-indore,city-bhopal,road,road_intercity,190.67,146,unknown,,,,,,False,roadways_xlsx,medium,Indore::Bhopal
road:indore:chandigarh,city-indore,city-chandigarh,road,road_intercity,1026.25,727,unknown,,,,,,False,roadways_xlsx,medium,Indore::Chandigarh
road:indore:chennai,city-indore,city-chennai,road,road_intercity,1441.78,1090,unknown,,,,,,False,roadways_xlsx,medium,Indore::Chennai
road:indore:coimbatore,city-indore,city-coimbatore,road,road_intercity,1558.32,1169,unknown,,,,,,False,roadways_xlsx,medium,Indore::Coimbatore
road:indore:delhi,city-indore,city-delhi,road,road_intercity,755.0,561,unknown,,,,,,False,roadways_xlsx,medium,Indore::Delhi
road:indore:dhanbad,city-indore,city-dhanbad,road,road_intercity,1356.53,959,unknown,,,,,,False,roadways_xlsx,medium,Indore::Dhanbad
road:indore:faridabad,city-indore,city-faridabad,road,road_intercity,730.63,539,unknown,,,,,,False,roadways_xlsx,medium,Indore::Faridabad
road:indore:guwahati,city-indore,city-guwahati,road,road_intercity,2025.71,1442,unknown,,,,,,False,roadways_xlsx,medium,Indore::Guwahati
road:indore:gwalior,city-indore,city-gwalior,road,road_intercity,611.18,479,unknown,,,,,,False,roadways_xlsx,medium,Indore::Gwalior
road:indore:howrah,city-indore,city-howrah,road,road_intercity,1553.22,1107,unknown,,,,,,False,roadways_xlsx,medium,Indore::Howrah
road:indore:hubli,city-indore,city-hubli,road,road_intercity,985.97,712,unknown,,,,,,False,roadways_xlsx,medium,Indore::Hubli
road:indore:hyderabad,city-indore,city-hyderabad,road,road_intercity,805.21,638,unknown,,,,,,False,roadways_xlsx,medium,Indore::Hyderabad
road:indore:jabalpur,city-indore,city-jabalpur,road,road_intercity,496.81,358,unknown,,,,,,False,roadways_xlsx,medium,Indore::Jabalpur
road:indore:jaipur,city-indore,city-jaipur,road,road_intercity,548.95,421,unknown,,,,,,False,roadways_xlsx,medium,Indore::Jaipur
road:indore:jodhpur,city-indore,city-jodhpur,road,road_intercity,634.46,514,unknown,,,,,,False,roadways_xlsx,medium,Indore::Jodhpur
road:indore:kalyan,city-indore,city-kalyan,road,road_intercity,553.04,398,unknown,,,,,,False,roadways_xlsx,medium,Indore::Kalyan
road:indore:kanpur,city-indore,city-kanpur,road,road_intercity,717.84,519,unknown,,,,,,False,roadways_xlsx,medium,Indore::Kanpur
road:indore:kolkata,city-indore,city-kolkata,road,road_intercity,1566.59,1124,unknown,,,,,,False,roadways_xlsx,medium,Indore::Kolkata
road:indore:kota,city-indore,city-kota,road,road_intercity,315.45,249,unknown,,,,,,False,roadways_xlsx,medium,Indore::Kota
road:indore:lucknow,city-indore,city-lucknow,road,road_intercity,802.86,583,unknown,,,,,,False,roadways_xlsx,medium,Indore::Lucknow
road:indore:ludhiana,city-indore,city-ludhiana,road,road_intercity,1085.22,765,unknown,,,,,,False,roadways_xlsx,medium,Indore::Ludhiana
road:indore:madurai,city-indore,city-madurai,road,road_intercity,1738.2,1277,unknown,,,,,,False,roadways_xlsx,medium,Indore::Madurai
road:indore:meerut,city-indore,city-meerut,road,road_intercity,839.5,604,unknown,,,,,,False,roadways_xlsx,medium,Indore::Meerut
road:indore:moradabad,city-indore,city-moradabad,road,road_intercity,927.36,671,unknown,,,,,,False,roadways_xlsx,medium,Indore::Moradabad
road:indore:mumbai,city-indore,city-mumbai,road,road_intercity,589.99,418,unknown,,,,,,False,roadways_xlsx,medium,Indore::Mumbai
road:indore:mysore,city-indore,city-mysore,road,road_intercity,1367.2,986,unknown,,,,,,False,roadways_xlsx,medium,Indore::Mysore
road:indore:nagpur,city-indore,city-nagpur,road,road_intercity,447.88,325,unknown,,,,,,False,roadways_xlsx,medium,Indore::Nagpur
road:indore:nashik,city-indore,city-nashik,road,road_intercity,418.36,302,unknown,,,,,,False,roadways_xlsx,medium,Indore::Nashik
road:indore:navi-mumbai,city-indore,city-navi-mumbai,road,road_intercity,589.65,421,unknown,,,,,,False,roadways_xlsx,medium,Indore::Navi Mumbai
road:indore:patna,city-indore,city-patna,road,road_intercity,1188.65,846,unknown,,,,,,False,roadways_xlsx,medium,Indore::Patna
road:indore:pune,city-indore,city-pune,road,road_intercity,605.36,441,unknown,,,,,,False,roadways_xlsx,medium,Indore::Pune
road:indore:raipur,city-indore,city-raipur,road,road_intercity,733.12,532,unknown,,,,,,False,roadways_xlsx,medium,Indore::Raipur
road:indore:rajkot,city-indore,city-rajkot,road,road_intercity,593.62,463,unknown,,,,,,False,roadways_xlsx,medium,Indore::Rajkot
road:indore:ranchi,city-indore,city-ranchi,road,road_intercity,1233.44,887,unknown,,,,,,False,roadways_xlsx,medium,Indore::Ranchi
road:indore:solapur,city-indore,city-solapur,road,road_intercity,722.9,521,unknown,,,,,,False,roadways_xlsx,medium,Indore::Solapur
road:indore:srinagar,city-indore,city-srinagar,road,road_intercity,1566.67,1175,unknown,,,,,,False,roadways_xlsx,medium,Indore::Srinagar
road:indore:tiruchirappalli,city-indore,city-tiruchirappalli,road,road_intercity,1643.84,1207,unknown,,,,,,False,roadways_xlsx,medium,Indore::Tiruchirappalli
road:indore:vadodara,city-indore,city-vadodara,road,road_intercity,338.82,268,unknown,,,,,,False,roadways_xlsx,medium,Indore::Vadodara
road:indore:varanasi,city-indore,city-varanasi,road,road_intercity,948.6,671,unknown,,,,,,False,roadways_xlsx,medium,Indore::Varanasi
road:indore:vasai,city-indore,city-vasai,road,road_intercity,586.4,430,unknown,,,,,,False,roadways_xlsx,medium,Indore::Vasai
road:indore:vijayawada,city-indore,city-vijayawada,road,road_intercity,1073.34,821,unknown,,,,,,False,roadways_xlsx,medium,Indore::Vijayawada
road:jabalpur:agra,city-jabalpur,city-agra,road,road_intercity,580.32,451,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Agra
road:jabalpur:ahmedabad,city-jabalpur,city-ahmedabad,road,road_intercity,885.9,638,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Ahmedabad
road:jabalpur:aligarh,city-jabalpur,city-aligarh,road,road_intercity,765.89,519,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Aligarh
road:jabalpur:allahabad,city-jabalpur,city-allahabad,road,road_intercity,367.72,267,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Allahabad
road:jabalpur:amritsar,city-jabalpur,city-amritsar,road,road_intercity,1236.84,890,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Amritsar
road:jabalpur:aurangabad,city-jabalpur,city-aurangabad,road,road_intercity,737.2,467,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Aurangabad
road:jabalpur:bareilly,city-jabalpur,city-bareilly,road,road_intercity,753.46,525,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Bareilly
road:jabalpur:bengaluru,city-jabalpur,city-bengaluru,road,road_intercity,1368.7,1018,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Bangalore
road:jabalpur:bhopal,city-jabalpur,city-bhopal,road,road_intercity,319.65,235,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Bhopal
road:jabalpur:chandigarh,city-jabalpur,city-chandigarh,road,road_intercity,1062.68,773,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Chandigarh
road:jabalpur:chennai,city-jabalpur,city-chennai,road,road_intercity,1368.79,1020,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Chennai
road:jabalpur:coimbatore,city-jabalpur,city-coimbatore,road,road_intercity,1708.44,1258,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Coimbatore
road:jabalpur:delhi,city-jabalpur,city-delhi,road,road_intercity,776.05,600,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Delhi
road:jabalpur:dhanbad,city-jabalpur,city-dhanbad,road,road_intercity,861.92,623,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Dhanbad
road:jabalpur:faridabad,city-jabalpur,city-faridabad,road,road_intercity,751.68,578,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Faridabad
road:jabalpur:guwahati,city-jabalpur,city-guwahati,road,road_intercity,1528.82,1109,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Guwahati
road:jabalpur:gwalior,city-jabalpur,city-gwalior,road,road_intercity,449.54,335,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Gwalior
road:jabalpur:howrah,city-jabalpur,city-howrah,road,road_intercity,1101.75,787,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Howrah
road:jabalpur:hubli,city-jabalpur,city-hubli,road,road_intercity,1233.0,857,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Hubli
road:jabalpur:hyderabad,city-jabalpur,city-hyderabad,road,road_intercity,778.63,585,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Hyderabad
road:jabalpur:indore,city-jabalpur,city-indore,road,road_intercity,496.94,358,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Indore
road:jabalpur:jaipur,city-jabalpur,city-jaipur,road,road_intercity,792.87,591,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Jaipur
road:jabalpur:jodhpur,city-jabalpur,city-jodhpur,road,road_intercity,993.9,757,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Jodhpur
road:jabalpur:kalyan,city-jabalpur,city-kalyan,road,road_intercity,1014.33,629,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Kalyan
road:jabalpur:kanpur,city-jabalpur,city-kanpur,road,road_intercity,456.21,329,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Kanpur
road:jabalpur:kolkata,city-jabalpur,city-kolkata,road,road_intercity,1115.12,804,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Kolkata
road:jabalpur:kota,city-jabalpur,city-kota,road,road_intercity,623.14,485,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Kota
road:jabalpur:lucknow,city-jabalpur,city-lucknow,road,road_intercity,515.25,390,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Lucknow
road:jabalpur:ludhiana,city-jabalpur,city-ludhiana,road,road_intercity,1121.65,812,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Ludhiana
road:jabalpur:madurai,city-jabalpur,city-madurai,road,road_intercity,1792.42,1337,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Madurai
road:jabalpur:meerut,city-jabalpur,city-meerut,road,road_intercity,911.62,622,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Meerut
road:jabalpur:moradabad,city-jabalpur,city-moradabad,road,road_intercity,851.04,592,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Moradabad
road:jabalpur:mumbai,city-jabalpur,city-mumbai,road,road_intercity,1051.29,650,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Mumbai
road:jabalpur:mysore,city-jabalpur,city-mysore,road,road_intercity,1550.3,1114,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Mysore
road:jabalpur:nagpur,city-jabalpur,city-nagpur,road,road_intercity,276.86,208,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Nagpur
road:jabalpur:nashik,city-jabalpur,city-nashik,road,road_intercity,903.33,562,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Nashik
road:jabalpur:navi-mumbai,city-jabalpur,city-navi-mumbai,road,road_intercity,1050.94,653,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Navi Mumbai
road:jabalpur:patna,city-jabalpur,city-patna,road,road_intercity,694.03,510,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Patna
road:jabalpur:pune,city-jabalpur,city-pune,road,road_intercity,968.78,644,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Pune
road:jabalpur:raipur,city-jabalpur,city-raipur,road,road_intercity,353.16,260,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Raipur
road:jabalpur:rajkot,city-jabalpur,city-rajkot,road,road_intercity,1089.07,814,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Rajkot
road:jabalpur:ranchi,city-jabalpur,city-ranchi,road,road_intercity,747.46,544,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Ranchi
road:jabalpur:solapur,city-jabalpur,city-solapur,road,road_intercity,930.64,638,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Solapur
road:jabalpur:srinagar,city-jabalpur,city-srinagar,road,road_intercity,1603.1,1222,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Srinagar
road:jabalpur:tiruchirappalli,city-jabalpur,city-tiruchirappalli,road,road_intercity,1682.52,1234,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Tiruchirappalli
road:jabalpur:vadodara,city-jabalpur,city-vadodara,road,road_intercity,834.27,619,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Vadodara
road:jabalpur:varanasi,city-jabalpur,city-varanasi,road,road_intercity,463.33,343,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Varanasi
road:jabalpur:vasai,city-jabalpur,city-vasai,road,road_intercity,1047.69,662,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Vasai
road:jabalpur:vijayawada,city-jabalpur,city-vijayawada,road,road_intercity,972.94,718,unknown,,,,,,False,roadways_xlsx,medium,Jabalpur::Vijayawada
road:jaipur:agra,city-jaipur,city-agra,road,road_intercity,237.73,170,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Agra
road:jaipur:ahmedabad,city-jaipur,city-ahmedabad,road,road_intercity,650.19,467,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Ahmedabad
road:jaipur:aligarh,city-jaipur,city-aligarh,road,road_intercity,299.86,224,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Aligarh
road:jaipur:allahabad,city-jaipur,city-allahabad,road,road_intercity,712.46,508,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Allahabad
road:jaipur:amritsar,city-jaipur,city-amritsar,road,road_intercity,652.7,456,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Amritsar
road:jaipur:aurangabad,city-jaipur,city-aurangabad,road,road_intercity,958.37,708,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Aurangabad
road:jaipur:bareilly,city-jaipur,city-bareilly,road,road_intercity,439.46,322,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Bareilly
road:jaipur:bengaluru,city-jaipur,city-bengaluru,road,road_intercity,1858.57,1361,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Bangalore
road:jaipur:bhopal,city-jaipur,city-bhopal,road,road_intercity,579.58,427,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Bhopal
road:jaipur:chandigarh,city-jaipur,city-chandigarh,road,road_intercity,474.25,334,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Chandigarh
road:jaipur:chennai,city-jaipur,city-chennai,road,road_intercity,2002.74,1498,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Chennai
road:jaipur:coimbatore,city-jaipur,city-coimbatore,road,road_intercity,2104.44,1579,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Coimbatore
road:jaipur:delhi,city-jaipur,city-delhi,road,road_intercity,292.58,200,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Delhi
road:jaipur:dhanbad,city-jaipur,city-dhanbad,road,road_intercity,1249.93,880,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Dhanbad
road:jaipur:faridabad,city-jaipur,city-faridabad,road,road_intercity,268.2,178,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Faridabad
road:jaipur:guwahati,city-jaipur,city-guwahati,road,road_intercity,1876.91,1312,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Guwahati
road:jaipur:gwalior,city-jaipur,city-gwalior,road,road_intercity,331.65,255,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Gwalior
road:jaipur:howrah,city-jaipur,city-howrah,road,road_intercity,1506.48,1063,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Howrah
road:jaipur:hubli,city-jaipur,city-hubli,road,road_intercity,1532.09,1121,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Hubli
road:jaipur:hyderabad,city-jaipur,city-hyderabad,road,road_intercity,1366.17,1046,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Hyderabad
road:jaipur:indore,city-jaipur,city-indore,road,road_intercity,549.77,417,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Indore
road:jaipur:jabalpur,city-jaipur,city-jabalpur,road,road_intercity,793.08,584,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Jabalpur
road:jaipur:jodhpur,city-jaipur,city-jodhpur,road,road_intercity,328.08,239,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Jodhpur
road:jaipur:kalyan,city-jaipur,city-kalyan,road,road_intercity,1117.89,795,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Kalyan
road:jaipur:kanpur,city-jaipur,city-kanpur,road,road_intercity,517.58,369,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Kanpur
road:jaipur:kolkata,city-jaipur,city-kolkata,road,road_intercity,1512.64,1075,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Kolkata
road:jaipur:kota,city-jaipur,city-kota,road,road_intercity,256.21,190,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Kota
road:jaipur:lucknow,city-jaipur,city-lucknow,road,road_intercity,570.39,400,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Lucknow
road:jaipur:ludhiana,city-jaipur,city-ludhiana,road,road_intercity,533.22,373,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Ludhiana
road:jaipur:madurai,city-jaipur,city-madurai,road,road_intercity,2284.33,1687,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Madurai
road:jaipur:meerut,city-jaipur,city-meerut,road,road_intercity,377.08,244,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Meerut
road:jaipur:moradabad,city-jaipur,city-moradabad,road,road_intercity,464.94,311,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Moradabad
road:jaipur:mumbai,city-jaipur,city-mumbai,road,road_intercity,1133.97,795,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Mumbai
road:jaipur:mysore,city-jaipur,city-mysore,road,road_intercity,1913.32,1395,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Mysore
road:jaipur:nagpur,city-jaipur,city-nagpur,road,road_intercity,943.17,682,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Nagpur
road:jaipur:nashik,city-jaipur,city-nashik,road,road_intercity,964.48,712,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Nashik
road:jaipur:navi-mumbai,city-jaipur,city-navi-mumbai,road,road_intercity,1154.66,812,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Navi Mumbai
road:jaipur:patna,city-jaipur,city-patna,road,road_intercity,1075.57,725,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Patna
road:jaipur:pune,city-jaipur,city-pune,road,road_intercity,1151.48,851,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Pune
road:jaipur:raipur,city-jaipur,city-raipur,road,road_intercity,1145.21,833,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Raipur
road:jaipur:rajkot,city-jaipur,city-rajkot,road,road_intercity,868.84,648,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Rajkot
road:jaipur:ranchi,city-jaipur,city-ranchi,road,road_intercity,1257.97,895,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Ranchi
road:jaipur:solapur,city-jaipur,city-solapur,road,road_intercity,1269.02,930,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Solapur
road:jaipur:srinagar,city-jaipur,city-srinagar,road,road_intercity,1014.66,783,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Srinagar
road:jaipur:tiruchirappalli,city-jaipur,city-tiruchirappalli,road,road_intercity,2189.96,1616,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Tiruchirappalli
road:jaipur:vadodara,city-jaipur,city-vadodara,road,road_intercity,720.12,518,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Vadodara
road:jaipur:varanasi,city-jaipur,city-varanasi,road,road_intercity,842.0,592,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Varanasi
road:jaipur:vasai,city-jaipur,city-vasai,road,road_intercity,1092.42,771,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Vasai
road:jaipur:vijayawada,city-jaipur,city-vijayawada,road,road_intercity,1636.17,1199,unknown,,,,,,False,roadways_xlsx,medium,Jaipur::Vijayawada
road:jodhpur:agra,city-jodhpur,city-agra,road,road_intercity,565.29,412,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Agra
road:jodhpur:ahmedabad,city-jodhpur,city-ahmedabad,road,road_intercity,444.91,354,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Ahmedabad
road:jodhpur:aligarh,city-jodhpur,city-aligarh,road,road_intercity,627.41,465,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Aligarh
road:jodhpur:allahabad,city-jodhpur,city-allahabad,road,road_intercity,1040.01,749,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Allahabad
road:jodhpur:amritsar,city-jodhpur,city-amritsar,road,road_intercity,715.35,530,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Amritsar
road:jodhpur:aurangabad,city-jodhpur,city-aurangabad,road,road_intercity,978.39,743,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Aurangabad
road:jodhpur:bareilly,city-jodhpur,city-bareilly,road,road_intercity,767.01,562,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Bareilly
road:jodhpur:bengaluru,city-jodhpur,city-bengaluru,road,road_intercity,1921.36,1369,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Bangalore
road:jodhpur:bhopal,city-jodhpur,city-bhopal,road,road_intercity,714.21,526,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Bhopal
road:jodhpur:chandigarh,city-jodhpur,city-chandigarh,road,road_intercity,715.88,522,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Chandigarh
road:jodhpur:chennai,city-jodhpur,city-chennai,road,road_intercity,2161.71,1538,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Chennai
road:jodhpur:coimbatore,city-jodhpur,city-coimbatore,road,road_intercity,2167.23,1587,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Coimbatore
road:jodhpur:delhi,city-jodhpur,city-delhi,road,road_intercity,586.11,434,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Delhi
road:jodhpur:dhanbad,city-jodhpur,city-dhanbad,road,road_intercity,1577.49,1121,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Dhanbad
road:jodhpur:faridabad,city-jodhpur,city-faridabad,road,road_intercity,595.76,419,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Faridabad
road:jodhpur:guwahati,city-jodhpur,city-guwahati,road,road_intercity,2204.46,1553,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Guwahati
road:jodhpur:gwalior,city-jodhpur,city-gwalior,road,road_intercity,659.21,496,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Gwalior
road:jodhpur:howrah,city-jodhpur,city-howrah,road,road_intercity,1834.04,1303,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Howrah
road:jodhpur:hubli,city-jodhpur,city-hubli,road,road_intercity,1594.88,1129,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Hubli
road:jodhpur:hyderabad,city-jodhpur,city-hyderabad,road,road_intercity,1442.58,1110,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Hyderabad
road:jodhpur:indore,city-jodhpur,city-indore,road,road_intercity,633.26,512,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Indore
road:jodhpur:jabalpur,city-jodhpur,city-jabalpur,road,road_intercity,993.3,755,unknown,,,,,,False,roadways_xlsx,medium,Jodhpur::Jabalpur
